customer_id,avg_monthly_inflow_kes,avg_monthly_outflow_kes,inflow_volatility_cv,avg_closing_balance_kes,salary_regularity_score,num_bounced_payments_6m,mobile_money_txn_count_monthly,num_distinct_income_sources,statement_period_months
106080,15700.0,13700.0,0.118,3600.0,0.978,5,50,2,6
106081,49600.0,50800.0,0.464,-300.0,0.421,3,22,1,12
106082,69900.0,61800.0,0.433,10900.0,0.567,4,40,1,12
106083,31600.0,26400.0,0.071,5900.0,0.931,0,47,1,12
106084,46000.0,49000.0,0.156,-5000.0,1.0,1,33,1,6
106085,86700.0,97200.0,0.279,-5000.0,0.802,4,43,2,12
106086,33300.0,23700.0,0.19,9400.0,0.975,0,12,1,6
106087,55600.0,59600.0,0.197,-5000.0,0.962,0,43,2,3
106088,78600.0,72100.0,0.157,8100.0,0.66,1,28,1,12
106089,47500.0,33500.0,0.528,31600.0,0.544,0,46,1,3
106090,39000.0,32300.0,0.092,11900.0,0.852,1,19,1,6
106091,9400.0,8200.0,0.202,4800.0,0.943,1,44,1,6
106092,34300.0,33900.0,0.37,1800.0,0.686,2,30,1,12
106093,39400.0,37500.0,0.425,4300.0,0.648,0,31,2,6
106094,12800.0,10600.0,0.584,5400.0,0.33,2,30,1,3
106095,66600.0,66000.0,0.496,1800.0,0.487,3,28,1,6
106096,21900.0,17400.0,0.661,7600.0,0.247,1,37,1,6
106097,19400.0,16000.0,0.282,10100.0,0.553,2,47,1,6
106098,36900.0,43100.0,0.237,-4700.0,0.54,2,34,1,6
106099,30000.0,19400.0,0.367,26300.0,0.707,0,28,2,12
106100,19000.0,19100.0,0.295,1300.0,0.808,0,44,2,6
106101,26100.0,18800.0,0.348,8400.0,0.65,0,41,2,12
106102,35400.0,33400.0,0.249,5400.0,0.684,1,26,1,12
106103,42000.0,37700.0,0.044,12200.0,0.598,1,16,2,3
106104,95100.0,75000.0,0.26,57200.0,0.919,1,18,3,6
106105,10000.0,8700.0,0.331,3700.0,0.615,2,25,2,12
106106,81400.0,60300.0,0.363,42700.0,0.654,1,45,1,6
106107,57600.0,55400.0,0.143,3800.0,0.917,0,37,2,12
106108,42100.0,41800.0,0.296,2100.0,0.57,2,32,1,12
106109,53200.0,56800.0,0.179,-5000.0,0.734,1,22,1,3
106110,87400.0,99300.0,0.203,-5000.0,0.743,2,65,1,12
106111,36300.0,30400.0,0.479,5700.0,0.162,6,44,2,6
106112,56600.0,44900.0,0.294,21800.0,1.0,0,22,1,6
106113,12100.0,9700.0,0.037,6000.0,0.904,3,49,2,6
106114,47900.0,51800.0,0.263,-5000.0,0.789,2,36,1,3
106115,49500.0,40400.0,0.54,10900.0,0.55,2,45,2,12
106116,23900.0,23000.0,0.374,2800.0,0.679,1,22,2,12
106117,133500.0,92300.0,0.308,89600.0,0.886,0,31,1,6
106118,25200.0,22000.0,0.094,4900.0,0.533,1,41,1,12
106119,15200.0,14100.0,0.165,2900.0,0.604,0,51,1,12
106120,20200.0,17200.0,0.242,10000.0,0.837,1,66,1,12
106121,35900.0,29200.0,0.602,12700.0,0.541,1,31,1,6
106122,29100.0,18900.0,0.148,10000.0,0.906,4,33,1,3
106123,53600.0,61500.0,0.162,-5000.0,0.482,3,35,1,12
106124,25700.0,23700.0,0.322,6100.0,0.552,2,44,1,6
106125,52200.0,61200.0,0.187,-3300.0,0.988,0,45,1,3
106126,33500.0,32700.0,0.354,3100.0,0.543,3,40,2,12
106127,54200.0,56200.0,0.495,-1200.0,0.42,2,18,1,12
106128,126200.0,106300.0,0.383,12900.0,0.602,1,19,2,12
106129,32800.0,29400.0,0.271,10700.0,0.413,2,31,1,12
106130,21600.0,19500.0,0.2,3000.0,1.0,0,31,1,3
106131,48800.0,43900.0,0.11,7500.0,0.822,1,41,2,3
106132,32700.0,37600.0,0.316,-1800.0,0.284,2,57,2,3
106133,21600.0,18600.0,0.624,4600.0,0.276,3,48,2,12
106134,28200.0,25500.0,0.093,4500.0,0.618,2,37,2,12
106135,37500.0,30000.0,0.233,11700.0,0.585,1,25,3,6
106136,73700.0,68400.0,0.341,11600.0,0.339,0,35,1,12
106137,35700.0,28200.0,0.131,19500.0,0.904,0,39,1,12
106138,82000.0,68700.0,0.256,39100.0,0.758,1,44,2,6
106139,20000.0,22800.0,0.127,-5000.0,0.663,4,51,1,6
106140,48400.0,42000.0,0.2,16100.0,0.64,2,25,1,3
106141,58800.0,43300.0,0.099,13200.0,0.947,0,19,1,6
106142,52200.0,57700.0,0.231,-5000.0,1.0,0,36,2,6
106143,39800.0,34600.0,0.297,12000.0,0.401,1,40,1,12
106144,16100.0,16800.0,0.276,1100.0,0.91,1,42,1,6
106145,40700.0,42600.0,0.03,-2300.0,0.721,0,40,2,6
106146,36600.0,34700.0,0.16,4700.0,0.967,1,25,1,3
106147,54100.0,51200.0,0.431,7500.0,0.569,2,45,1,12
106148,14500.0,11500.0,0.401,8200.0,0.436,2,23,1,3
106149,70100.0,62800.0,0.26,20700.0,0.804,3,36,1,6
106150,28000.0,30300.0,0.109,-4100.0,0.823,0,54,2,12
106151,47600.0,40500.0,0.193,15300.0,0.807,2,56,2,12
106152,40400.0,30600.0,0.351,15800.0,0.645,1,49,1,12
106153,18800.0,12100.0,0.416,17700.0,0.439,1,28,1,3
106154,49700.0,45200.0,0.517,6300.0,0.442,0,28,1,6
106155,36800.0,28700.0,0.329,10200.0,0.575,3,17,1,6
106156,73700.0,80700.0,0.449,-5000.0,0.472,0,55,1,12
106157,70200.0,66700.0,0.329,9900.0,0.819,2,27,2,6
106158,92600.0,84800.0,0.427,24900.0,0.544,2,66,3,6
106159,42000.0,38300.0,0.141,10800.0,0.952,2,17,1,12
106160,105800.0,93000.0,0.337,28100.0,0.549,1,49,1,3
106161,58900.0,53900.0,0.375,15500.0,0.622,3,33,1,6
106162,26800.0,19200.0,0.324,24300.0,0.732,1,35,1,3
106163,27700.0,27300.0,0.274,2300.0,0.538,1,54,1,12
106164,24600.0,21100.0,0.275,7100.0,0.566,5,66,1,3
106165,67000.0,62300.0,0.115,6900.0,0.797,1,26,2,12
106166,47100.0,34000.0,0.253,10000.0,0.845,0,48,1,12
106167,31600.0,22000.0,0.317,11500.0,0.671,2,30,2,6
106168,22500.0,17700.0,0.374,4900.0,0.539,1,38,1,12
106169,23800.0,20900.0,0.248,9900.0,0.67,2,39,3,6
106170,57600.0,63000.0,0.407,-5000.0,0.65,3,53,1,6
106171,35800.0,14500.0,0.616,39800.0,0.309,1,15,1,6
106172,15600.0,18300.0,0.144,-3700.0,1.0,0,45,1,12
106173,42100.0,30600.0,0.199,16600.0,0.515,1,30,1,12
106174,25900.0,25200.0,0.038,3500.0,0.654,1,32,1,6
106175,29000.0,29200.0,0.092,1100.0,0.875,2,45,3,12
106176,38700.0,30800.0,0.453,14200.0,0.426,1,40,1,3
106177,17800.0,16700.0,0.279,2300.0,0.081,3,15,1,3
106178,22600.0,18000.0,0.203,12500.0,0.936,0,21,1,6
106179,51000.0,43600.0,0.194,9400.0,0.429,1,26,1,6
106180,60500.0,41400.0,0.14,13800.0,0.492,2,49,1,6
106181,54600.0,44500.0,0.32,17700.0,0.649,2,45,1,12
106182,13300.0,14100.0,0.335,500.0,0.387,2,58,1,3
106183,72800.0,79900.0,0.149,-4700.0,0.814,1,42,1,6
106184,71600.0,57400.0,0.307,17500.0,0.707,0,51,1,6
106185,51500.0,41300.0,0.389,16600.0,0.757,0,29,2,6
106186,71000.0,50500.0,0.231,37000.0,0.513,1,16,1,6
106187,76800.0,75800.0,0.147,2800.0,0.973,1,53,2,6
106188,46600.0,42000.0,0.221,6500.0,0.593,2,37,1,6
106189,12100.0,10100.0,0.451,5100.0,0.34,1,65,1,12
106190,18200.0,14400.0,0.257,10800.0,0.716,1,9,1,6
106191,10900.0,10500.0,0.278,1800.0,0.432,0,75,2,6
106192,20100.0,17200.0,0.709,3800.0,0.289,2,45,1,3
106193,34400.0,33200.0,0.066,3000.0,0.868,2,31,1,12
106194,41100.0,35600.0,0.341,9500.0,0.462,2,24,1,6
106195,36500.0,37100.0,0.563,400.0,0.149,2,14,1,12
106196,24300.0,23700.0,0.184,3200.0,0.775,1,18,1,6
106197,40900.0,31700.0,0.172,9600.0,0.993,0,33,1,3
106198,18900.0,15900.0,0.342,8500.0,0.555,0,17,2,3
106199,29400.0,18200.0,0.554,16800.0,0.343,2,31,1,12
106200,13000.0,12100.0,0.411,3100.0,0.618,0,34,1,6
106201,72200.0,52600.0,0.155,47900.0,0.932,0,18,1,3
106202,23600.0,22200.0,0.416,5100.0,0.569,3,28,1,6
106203,44400.0,32000.0,0.236,32000.0,1.0,0,39,1,6
106204,16400.0,13000.0,0.263,9800.0,0.743,1,49,1,12
106205,72200.0,49800.0,0.132,14800.0,0.956,1,25,1,12
106206,32800.0,35200.0,0.286,-2200.0,0.374,2,16,1,3
106207,20200.0,19100.0,0.37,3500.0,0.609,1,41,1,6
106208,45400.0,43100.0,0.203,5800.0,0.547,3,22,2,6
106209,34200.0,22100.0,0.259,20200.0,0.486,1,27,1,12
106210,30200.0,25400.0,0.354,12500.0,0.505,2,63,1,12
106211,16500.0,15900.0,0.228,3100.0,0.437,2,47,1,3
106212,22000.0,22300.0,0.289,1300.0,0.574,0,39,1,6
106213,28800.0,23400.0,0.434,11500.0,0.516,1,28,1,6
106214,5800.0,4600.0,0.214,3900.0,0.285,3,51,2,3
106215,34900.0,26000.0,0.279,23000.0,0.718,2,49,1,6
106216,38000.0,38800.0,0.551,-500.0,0.182,3,50,1,12
106217,44600.0,26800.0,0.373,22300.0,0.715,1,30,1,3
106218,69600.0,62800.0,0.146,14000.0,1.0,0,24,1,6
106219,25200.0,12800.0,0.183,10900.0,0.861,0,32,1,6
106220,24700.0,24900.0,0.262,1100.0,0.553,0,20,2,6
106221,36900.0,28000.0,0.171,9400.0,0.647,2,38,2,3
106222,101800.0,106000.0,0.393,-4800.0,0.669,0,56,1,6
106223,51100.0,36600.0,0.279,16900.0,0.68,0,48,1,6
106224,30500.0,28000.0,0.348,6700.0,0.434,1,62,2,3
106225,77400.0,73800.0,0.313,4800.0,0.534,3,64,1,12
106226,43900.0,36000.0,0.17,24800.0,0.85,1,19,1,6
106227,49300.0,30800.0,0.192,26800.0,0.7,1,19,1,3
106228,45600.0,34500.0,0.287,33500.0,0.522,0,53,1,6
106229,14200.0,10800.0,0.25,10900.0,0.335,2,56,1,6
106230,60600.0,60000.0,0.129,2900.0,1.0,2,46,1,6
106231,19900.0,16800.0,0.122,10000.0,0.977,0,25,2,6
106232,43100.0,43000.0,0.241,1600.0,0.669,1,43,1,6
106233,72100.0,80700.0,0.113,-5000.0,0.532,1,48,2,6
106234,100600.0,57600.0,0.28,58300.0,0.879,2,52,1,6
106235,34400.0,31300.0,0.28,3100.0,0.631,1,17,2,12
106236,71200.0,58300.0,0.124,22500.0,0.976,0,35,1,6
106237,62400.0,60700.0,0.254,5000.0,0.526,0,17,2,6
106238,15800.0,13200.0,0.48,5200.0,0.562,0,42,1,3
106239,27500.0,24500.0,0.225,3400.0,0.583,2,40,1,12
106240,48700.0,33700.0,0.363,20100.0,0.711,1,53,1,6
106241,78400.0,58300.0,0.169,42200.0,0.757,1,63,3,6
106242,24700.0,22200.0,0.367,6300.0,0.572,3,30,1,6
106243,40200.0,26300.0,0.245,24900.0,0.848,2,62,1,6
106244,34900.0,24700.0,0.456,19200.0,0.574,2,27,2,3
106245,76900.0,69600.0,0.336,16900.0,0.537,3,38,2,6
106246,29100.0,25800.0,0.175,4900.0,0.831,1,61,1,12
106247,20500.0,16400.0,0.45,13000.0,0.55,0,33,1,6
106248,98300.0,83100.0,0.186,23000.0,1.0,0,15,1,12
106249,71600.0,57700.0,0.038,27500.0,1.0,0,29,2,12
106250,32200.0,26600.0,0.531,17200.0,0.485,0,54,2,12
106251,46300.0,35400.0,0.113,22400.0,0.91,1,50,1,6
106252,43300.0,28100.0,0.255,11400.0,0.835,0,20,1,6
106253,33500.0,33900.0,0.367,500.0,0.379,3,29,3,6
106254,22400.0,21500.0,0.03,3900.0,0.385,1,48,1,6
106255,47200.0,30000.0,0.268,42200.0,0.946,1,57,1,12
106256,26000.0,18100.0,0.379,7600.0,0.643,1,59,1,6
106257,13700.0,15700.0,0.139,-3200.0,0.932,0,18,1,3
106258,15700.0,15000.0,0.4,3300.0,0.831,2,15,2,12
106259,28400.0,30000.0,0.329,-3100.0,0.393,2,45,1,6
106260,31000.0,22800.0,0.178,25700.0,0.855,0,53,1,3
106261,25300.0,25200.0,0.288,1700.0,0.422,2,35,1,3
106262,51200.0,39800.0,0.354,16400.0,0.609,1,45,1,6
106263,25500.0,18200.0,0.416,10000.0,0.438,1,22,1,12
106264,40400.0,36700.0,0.314,11200.0,0.473,4,21,1,12
106265,31600.0,22400.0,0.188,12500.0,0.765,1,14,1,3
106266,23200.0,19000.0,0.413,11000.0,0.549,2,22,2,6
106267,67200.0,53600.0,0.204,9800.0,0.618,0,23,1,6
106268,22300.0,11800.0,0.323,16400.0,0.661,0,24,1,3
106269,42700.0,26000.0,0.303,29100.0,0.621,3,33,1,3
106270,47400.0,42800.0,0.034,12300.0,0.325,1,68,2,3
106271,33800.0,26300.0,0.339,12300.0,0.473,2,19,2,6
106272,20100.0,19900.0,0.191,2000.0,0.533,1,34,2,3
106273,55000.0,49700.0,0.26,10800.0,0.724,0,40,1,3
106274,17100.0,14700.0,0.33,3900.0,0.588,1,31,1,6
106275,66100.0,74000.0,0.312,-5000.0,0.823,2,24,3,6
106276,9400.0,9000.0,0.396,2600.0,0.417,3,56,2,6
106277,38900.0,35200.0,0.298,6900.0,0.674,2,31,1,12
106278,37800.0,36500.0,0.204,4500.0,0.611,7,48,2,6
106279,118200.0,110900.0,0.15,9900.0,0.889,1,43,1,3
106280,10300.0,8900.0,0.475,3000.0,0.492,1,22,1,6
106281,46200.0,42200.0,0.169,9500.0,0.739,3,32,2,12
106282,37600.0,29600.0,0.191,21300.0,0.711,0,36,1,12
106283,24800.0,24600.0,0.28,2000.0,0.552,2,52,1,12
106284,55000.0,45800.0,0.442,7200.0,0.66,1,37,1,6
106285,41800.0,40100.0,0.112,6100.0,0.96,0,35,1,6
106286,13700.0,11100.0,0.359,8600.0,0.858,1,71,1,3
106287,51100.0,28300.0,0.391,34100.0,0.729,3,49,1,12
106288,34000.0,31500.0,0.462,5100.0,0.552,1,39,2,12
106289,31700.0,37800.0,0.162,-2000.0,0.829,1,15,1,6
106290,41100.0,30600.0,0.245,32700.0,0.65,0,36,2,3
106291,38700.0,33100.0,0.166,8200.0,0.841,1,31,2,12
106292,49400.0,45300.0,0.313,6300.0,0.761,0,11,1,12
106293,13800.0,12900.0,0.166,2200.0,0.948,0,24,1,3
106294,33300.0,33400.0,0.292,1300.0,0.609,2,44,1,12
106295,23300.0,19000.0,0.19,12700.0,0.748,7,30,1,12
106296,29100.0,23000.0,0.182,13000.0,1.0,0,28,1,3
106297,99200.0,72000.0,0.325,82500.0,0.517,2,19,1,6
106298,70200.0,66400.0,0.073,12000.0,0.978,1,30,1,12
106299,72900.0,72900.0,0.154,1500.0,0.971,0,45,1,3
106300,59600.0,55300.0,0.16,7500.0,0.721,0,13,1,12
106301,75900.0,68300.0,0.075,8900.0,0.868,2,27,1,12
106302,19100.0,16300.0,0.038,8000.0,0.614,2,41,1,6
106303,59500.0,62900.0,0.151,-3100.0,0.382,2,32,2,6
106304,34200.0,38400.0,0.361,-5000.0,0.769,0,47,1,12
106305,55900.0,47900.0,0.173,23100.0,0.459,4,24,1,6
106306,54900.0,41200.0,0.329,22300.0,0.657,1,17,1,6
106307,25600.0,17800.0,0.524,15500.0,0.607,2,20,3,12
106308,54500.0,54500.0,0.157,1500.0,0.587,2,65,1,6
106309,35800.0,25400.0,0.27,22200.0,0.574,1,34,1,6
106310,58600.0,47300.0,0.594,18900.0,0.457,2,58,1,12
106311,32200.0,25100.0,0.213,21700.0,1.0,0,49,3,3
106312,77800.0,86900.0,0.464,-5000.0,0.587,1,20,1,3
106313,40700.0,40900.0,0.152,1000.0,0.869,1,43,2,3
106314,35100.0,38200.0,0.423,-2500.0,0.54,3,57,1,6
106315,31000.0,25600.0,0.277,17600.0,0.351,3,38,1,3
106316,73500.0,76000.0,0.181,-4000.0,0.729,2,31,1,6
106317,24700.0,24800.0,0.303,1400.0,0.949,0,21,1,3
106318,63300.0,59500.0,0.188,11500.0,1.0,0,44,1,3
106319,20900.0,16400.0,0.253,6600.0,0.96,1,48,1,6
106320,43400.0,38200.0,0.062,14100.0,0.962,1,39,1,12
106321,13400.0,12700.0,0.241,2200.0,0.471,0,44,2,6
106322,75200.0,64200.0,0.105,12800.0,0.599,2,38,1,6
106323,37200.0,29300.0,0.155,6500.0,0.94,1,29,3,6
106324,16100.0,18400.0,0.722,-200.0,0.26,4,33,1,6
106325,56600.0,53500.0,0.182,7000.0,0.823,2,63,2,6
106326,73200.0,63700.0,0.18,29000.0,0.925,0,65,1,12
106327,79600.0,79100.0,0.288,1800.0,0.732,2,25,1,6
106328,28000.0,29300.0,0.248,-1200.0,0.719,0,56,1,6
106329,37400.0,27600.0,0.347,6600.0,0.405,2,27,3,12
106330,25600.0,15100.0,0.183,21500.0,0.738,0,25,1,6
106331,22600.0,21000.0,0.282,3200.0,0.528,1,24,1,3
106332,41500.0,42400.0,0.335,-400.0,0.504,2,38,1,6
106333,32600.0,34600.0,0.208,-2800.0,0.897,1,14,1,6
106334,35400.0,34100.0,0.394,3900.0,0.698,0,55,3,3
106335,78600.0,55300.0,0.281,19100.0,0.298,2,51,1,3
106336,24200.0,22600.0,0.427,3300.0,0.505,1,28,1,6
106337,17200.0,16800.0,0.225,1900.0,0.692,0,20,1,12
106338,24400.0,20400.0,0.405,8900.0,0.31,1,6,1,6
106339,33200.0,32900.0,0.168,2100.0,0.641,3,55,1,3
106340,25100.0,17200.0,0.243,13100.0,0.713,0,19,3,12
106341,43600.0,48600.0,0.243,-5000.0,0.703,1,59,1,6
106342,19600.0,15500.0,0.341,9300.0,0.596,3,37,2,12
106343,21000.0,13500.0,0.131,5300.0,0.656,2,51,1,6
106344,37200.0,28500.0,0.16,26100.0,0.623,2,46,1,6
106345,17700.0,17500.0,0.383,2100.0,0.663,0,27,1,6
106346,11800.0,11700.0,0.168,1800.0,0.607,1,30,3,6
106347,20800.0,18700.0,0.172,7700.0,0.896,1,54,1,3
106348,41600.0,24000.0,0.124,46600.0,0.892,0,58,2,6
106349,45500.0,33200.0,0.142,25300.0,1.0,0,14,3,3
106350,79000.0,65100.0,0.221,11400.0,0.766,2,55,1,3
106351,26400.0,21900.0,0.302,12200.0,0.664,0,43,2,6
106352,51500.0,36300.0,0.153,14000.0,0.658,3,41,3,12
106353,22400.0,19100.0,0.223,4900.0,0.344,4,29,1,6
106354,81900.0,83900.0,0.717,-700.0,0.167,1,60,1,6
106355,79600.0,70700.0,0.545,8400.0,0.467,1,45,2,6
106356,41400.0,45400.0,0.185,-5000.0,0.412,1,26,1,6
106357,63700.0,55400.0,0.358,21300.0,0.521,0,36,1,6
106358,30400.0,33300.0,0.119,-5000.0,0.57,2,27,1,6
106359,40000.0,45500.0,0.27,-5000.0,0.439,1,66,2,6
106360,27000.0,25300.0,0.378,2400.0,0.669,3,35,1,6
106361,43300.0,39000.0,0.211,6200.0,0.625,0,42,1,6
106362,65000.0,69500.0,0.547,-1000.0,0.375,4,47,1,3
106363,71000.0,74300.0,0.098,-3400.0,0.241,0,19,3,3
106364,41800.0,35000.0,0.424,5500.0,0.539,0,29,2,12
106365,58800.0,49000.0,0.377,8100.0,0.398,3,59,2,6
106366,36400.0,34500.0,0.287,5600.0,0.703,0,33,2,6
106367,36100.0,25100.0,0.161,26000.0,0.634,1,10,1,6
106368,27900.0,26500.0,0.083,2500.0,0.767,4,50,1,6
106369,53900.0,47700.0,0.14,19000.0,0.906,1,39,3,12
106370,75400.0,54200.0,0.646,41200.0,0.574,4,21,1,12
106371,7300.0,6000.0,0.108,2200.0,1.0,0,27,2,6
106372,23900.0,22800.0,0.217,4200.0,0.44,3,47,1,3
106373,64000.0,54400.0,0.116,17700.0,1.0,0,56,1,12
106374,22600.0,20900.0,0.273,3300.0,0.634,2,42,1,6
106375,54700.0,54000.0,0.245,2000.0,0.576,1,56,1,6
106376,59600.0,66300.0,0.276,-5000.0,0.631,3,42,1,3
106377,11600.0,9600.0,0.334,6500.0,0.484,2,44,1,3
106378,27900.0,24000.0,0.39,12700.0,0.528,2,61,2,6
106379,26100.0,23600.0,0.233,8900.0,0.706,1,37,1,12
106380,46400.0,54100.0,0.265,-5000.0,0.7,4,45,1,12
106381,21700.0,22600.0,0.066,-1100.0,0.82,1,32,2,6
106382,18700.0,14000.0,0.249,11400.0,0.541,3,50,2,12
106383,33300.0,22100.0,0.158,20300.0,0.809,2,16,1,6
106384,25000.0,26800.0,0.222,-100.0,0.514,1,34,1,6
106385,23800.0,21700.0,0.387,3400.0,0.44,2,49,1,6
106386,19600.0,21500.0,0.233,-1100.0,0.521,3,55,1,12
106387,29100.0,32300.0,0.186,-4600.0,0.46,0,30,1,6
106388,45300.0,36900.0,0.369,26500.0,0.734,1,25,1,12
106389,64300.0,56100.0,0.182,12700.0,0.809,1,19,1,12
106390,16400.0,16300.0,0.432,1600.0,0.461,3,57,1,6
106391,27800.0,21200.0,0.191,21300.0,0.705,3,33,1,12
106392,81500.0,73300.0,0.09,7100.0,1.0,1,24,1,3
106393,59200.0,50600.0,0.148,26900.0,0.35,4,47,2,6
106394,25600.0,20800.0,0.393,9300.0,0.743,1,31,1,6
106395,41400.0,40800.0,0.47,2300.0,0.364,2,32,2,12
106396,31200.0,27200.0,0.2,7700.0,0.568,0,55,1,12
106397,6800.0,5200.0,0.419,5400.0,0.77,0,52,1,12
106398,20800.0,21300.0,0.093,700.0,0.401,0,34,1,6
106399,45400.0,47900.0,0.366,-5000.0,0.42,1,14,1,3
106400,8100.0,8300.0,0.101,1000.0,0.743,0,11,1,6
106401,40200.0,32100.0,0.218,13500.0,0.147,0,47,3,12
106402,21500.0,20300.0,0.03,4700.0,0.764,3,20,1,6
106403,109100.0,98700.0,0.351,16300.0,0.351,3,25,1,3
106404,22600.0,20300.0,0.33,5100.0,0.6,0,43,2,6
106405,15500.0,14900.0,0.508,2500.0,0.347,2,25,1,6
106406,62000.0,60700.0,0.366,3200.0,0.536,1,42,2,6
106407,38700.0,43300.0,0.345,-2500.0,0.454,0,29,1,6
106408,42200.0,40500.0,0.485,6600.0,0.477,2,41,1,12
106409,23900.0,22500.0,0.507,4700.0,0.417,2,75,1,12
106410,57500.0,54400.0,0.193,9600.0,0.593,2,42,1,6
106411,65700.0,74600.0,0.287,-5000.0,0.778,1,63,1,12
106412,17200.0,11700.0,0.352,12600.0,0.639,2,42,3,6
106413,43000.0,45000.0,0.101,-3800.0,0.888,1,28,1,6
106414,77300.0,74900.0,0.322,7900.0,0.54,0,20,1,6
106415,33900.0,30300.0,0.069,6600.0,0.921,0,23,1,12
106416,50000.0,46900.0,0.253,8300.0,0.562,3,68,1,12
106417,47100.0,51800.0,0.37,-1300.0,0.555,1,47,2,6
106418,23400.0,22600.0,0.375,2400.0,0.605,0,28,1,6
106419,94800.0,92100.0,0.143,3200.0,0.771,2,39,1,3
106420,20800.0,18400.0,0.264,4400.0,0.7,0,25,1,12
106421,52800.0,53700.0,0.37,-300.0,0.667,0,48,1,6
106422,68900.0,70500.0,0.313,500.0,0.421,1,15,1,12
106423,36200.0,21300.0,0.142,44300.0,0.937,0,47,1,6
106424,37400.0,35000.0,0.631,2800.0,0.248,2,17,1,6
106425,68400.0,86700.0,0.346,-5000.0,0.635,2,25,2,6
106426,33800.0,38500.0,0.414,-2500.0,0.342,0,49,1,6
106427,78100.0,82500.0,0.081,-5000.0,0.547,1,16,2,6
106428,17100.0,15300.0,0.224,3200.0,0.825,0,36,2,12
106429,51900.0,55500.0,0.243,-4100.0,0.603,1,25,3,3
106430,25600.0,23900.0,0.205,6100.0,0.468,2,18,1,6
106431,86100.0,54800.0,0.288,18000.0,0.592,0,62,1,3
106432,35700.0,31200.0,0.434,8100.0,0.59,3,37,1,12
106433,18200.0,12200.0,0.651,5900.0,0.428,3,43,2,6
106434,30800.0,27200.0,0.305,8300.0,0.739,0,23,1,6
106435,76400.0,94300.0,0.105,-5000.0,0.872,0,24,1,6
106436,60900.0,48200.0,0.168,12800.0,0.835,3,28,1,6
106437,53600.0,54800.0,0.287,100.0,0.404,2,28,1,6
106438,61800.0,42000.0,0.132,53700.0,0.805,1,48,2,12
106439,61200.0,56400.0,0.316,9600.0,0.713,2,56,1,3
106440,52000.0,33600.0,0.174,22000.0,0.804,0,33,1,6
106441,20300.0,13900.0,0.143,9900.0,0.465,1,52,1,6
106442,10200.0,10100.0,0.307,1700.0,0.584,3,57,1,6
106443,52200.0,44900.0,0.373,13500.0,0.787,1,45,2,12
106444,36800.0,32000.0,0.266,4100.0,0.767,1,35,1,12
106445,69900.0,61700.0,0.106,13300.0,1.0,1,30,2,12
106446,59200.0,33300.0,0.412,20600.0,0.722,0,35,1,3
106447,20000.0,16300.0,0.319,11200.0,0.464,2,23,2,6
106448,68200.0,60000.0,0.374,21600.0,0.414,1,51,1,6
106449,19000.0,17800.0,0.323,4000.0,0.564,0,21,1,3
106450,20500.0,9900.0,0.45,27400.0,0.668,1,34,2,12
106451,14400.0,14900.0,0.198,600.0,0.816,0,55,1,12
106452,73100.0,52800.0,0.108,41000.0,1.0,0,45,1,6
106453,118700.0,114400.0,0.231,11200.0,0.955,0,13,1,12
106454,68500.0,61100.0,0.448,19700.0,0.653,2,20,1,3
106455,44800.0,45900.0,0.137,-600.0,1.0,0,50,1,6
106456,27400.0,30500.0,0.239,-5000.0,0.584,1,53,3,6
106457,9000.0,8000.0,0.328,2300.0,0.616,0,59,2,6
106458,82800.0,76300.0,0.03,9000.0,0.903,0,14,1,12
106459,26100.0,13900.0,0.25,16000.0,0.537,0,24,1,3
106460,76700.0,58700.0,0.154,20200.0,0.446,0,43,1,3
106461,7300.0,5400.0,0.084,5100.0,0.697,2,35,1,6
106462,62600.0,54500.0,0.088,6700.0,0.76,2,51,1,6
106463,87600.0,76300.0,0.196,19900.0,0.83,0,41,2,6
106464,30800.0,26600.0,0.157,5000.0,0.722,1,35,1,12
106465,19000.0,17600.0,0.088,3500.0,0.834,2,52,1,6
106466,20600.0,24800.0,0.202,-5000.0,0.821,2,23,2,12
106467,34600.0,34600.0,0.24,1500.0,0.652,0,25,1,6
106468,50800.0,49600.0,0.212,2600.0,0.888,1,42,1,12
106469,14400.0,12800.0,0.293,6300.0,0.697,4,35,2,6
106470,35100.0,31200.0,0.193,8900.0,0.759,1,40,1,3
106471,61100.0,58000.0,0.245,5800.0,0.855,1,13,2,6
106472,50800.0,45000.0,0.102,18400.0,1.0,2,12,2,3
106473,48100.0,55100.0,0.242,-5000.0,0.574,2,56,1,6
106474,19200.0,14600.0,0.308,15200.0,0.561,2,34,1,12
106475,52900.0,52300.0,0.393,3200.0,0.543,1,56,1,6
106476,32700.0,25400.0,0.187,8700.0,0.774,1,41,1,12
106477,22900.0,21600.0,0.106,4000.0,0.593,3,32,1,6
106478,42600.0,40900.0,0.499,5000.0,0.429,3,9,1,12
106479,68100.0,64400.0,0.142,10200.0,0.789,0,28,2,6
106480,50300.0,42900.0,0.365,13500.0,0.576,1,26,2,3
106481,52600.0,36800.0,0.215,15900.0,0.379,3,31,1,6
106482,28600.0,23700.0,0.031,10900.0,0.538,3,46,1,12
106483,53900.0,51300.0,0.183,4500.0,0.767,0,21,1,3
106484,67100.0,37200.0,0.356,20700.0,0.645,1,35,1,6
106485,52500.0,49200.0,0.083,7300.0,0.894,1,37,1,3
106486,15900.0,13400.0,0.229,6400.0,0.663,0,25,3,12
